Text,Textual Rating,Numerical Rating,Review Publisher,FactCheck URL,Claim Date,Claimant,Original article URL (Huimei and Samyak),Original text (Huimei and Samyak),Original article URL Notes (Huimei and Samyak),Notes for Video (Huimei and Samyak),errors
The World Economic Forum called for the slaughter of pets to save the climate.,False,1,Snopes,https://www.snopes.com/fact-check/pet-murder-wef/,,Missing,https://thepeoplesvoice.tv/wef-wants-to-slaughter-millions-of-pet-cats-and-dogs-to-fight-climate-change/,.,.,,
A meme debunks climate change by showing that melting sea ice (represented by ice cubes) placed in a measuring cup does not contribute to sea level rise (represented by the unchanging water level of the cup).,False,1,Snopes,https://www.snopes.com/fact-check/meme-debunk-sea-level-rise/,,Missing,.,.,image,,
A news report on Russia's invasion of Ukraine showed a living person sitting up while in a body bag.,Miscaptioned,2,Snopes,https://www.snopes.com/fact-check/climate-protest-ukraine-body-bag/,,Missing,.,German reporter covers a shocking scene of body bags lining the street in Kyiv.,video,,
"A video recorded on Nov. 1, 2021, of U.S. President Joe Biden at the United Nation's climate summit showed him falling asleep.",Unproven,0,Snopes,https://www.snopes.com/fact-check/biden-sleep-climate-summit/,,Missing,https://twitter.com/zachjourno/status/1455174496164458496?lang=en,Biden appears to fall asleep during COP26 opening speeches,video,,
A map of the United States with a massive body of water superimposed over it shows what the country will look like in 30 years if climate change is not reversed.,Miscaptioned,2,Snopes,https://www.snopes.com/fact-check/map-united-states-in-30-years/,,Missing,.,.,image,,
Environmental activist Greta Thunberg admitted on video that the climate crisis wasn't real.,False,1,Snopes,https://www.snopes.com/fact-check/greta-thunberg-climate-crisis-real/,,Missing,https://twitter.com/patriot276/status/1406521632932442117,Oh no I think Greta just let the cat out the bag,video,,
President Joe Biden's climate plan includes cutting 90% of red meat from Americans' diets by 2030.,False,1,Snopes,https://www.snopes.com/fact-check/90-percent-red-meat/,,Missing,https://twitter.com/laurenboebert/status/1385955098715729926?lang=en,Joe Biden’s climate plan includes cutting 90% of red meat from our diets by 2030. They want to limit us to about four pounds a year. Why doesn’t Joe stay out of my kitchen?,.,,
"Climate activist Greta Thunberg ""threatened"" U.S. Congress on Earth Day.",False,1,Snopes,https://www.snopes.com/fact-check/greta-thunberg-threat-earth-day/,,Missing,https://www.thegatewaypundit.com/2021/04/advice-choose-wisely-greta-thunberg-threatens-congress-earth-day-video/,.,.,,
"In Sept. 2016, Ted Cruz tweeted, “I’ll believe in climate change when Texas freezes over.”",False,1,Snopes,https://www.snopes.com/fact-check/ted-cruz-texas-freezes-over/,,Missing,.,Ted Cruz on the climate crisis.,image,,
"John Kerry, who was selected by U.S. President-elect Joe Biden to serve as climate envoy, owns six homes, two yachts, 12 cars, and a private jet.",Mixture,2,Snopes,https://www.snopes.com/fact-check/john-kerry-property/,,Missing,.,.,.,,
"A former Canadian defense minister said aliens have visited earth and have technology that would solve climate change, but won't share it with humans because we are too destructive.",True ,3,Snopes,https://www.snopes.com/fact-check/former-canadian-defense-minister-claims-illuminati-are-real-and-hiding-alien-technology/,,Missing,https://www.dailymail.co.uk/news/article-5384051/Fmr-Canadian-minister-says-Illuminati-controls-world.html,.,.,,
Maxine Waters used a picture of the tide receding as proof of climate change.,False,1,Snopes,https://www.snopes.com/fact-check/maxine-waters-climate-change-tide-receding-photo/,,Missing,https://archive.is/olXSi,.,image,,
President-elect Trump has selected a climate change skeptic to head the team in charge of the transition between Obama and Trump’s Environmental Protection Agencies.,True ,3,Snopes,https://www.snopes.com/fact-check/trump-taps-outspoken-climate-denier-to-oversee-epa-transition-team/,,Missing,.,.,.,,
"A 1922 newspaper article reported that ""radical change in climatic conditions"" was melting Arctic ice and disrupting wildlife.",True ,3,Snopes,https://www.snopes.com/fact-check/warm-welcome/,,Missing,.,.,image,,
"Patrick Moore, who once described anthropogenic climate change as “fake science” on the morning opinion program ""Fox and Friends,"" co-founded the environmental action group Greenpeace.",Mixture,2,Snopes,https://www.snopes.com/fact-check/patrick-moore-climate-doubter/,,Missing,https://twitter.com/realDonaldTrump/status/1105445788585467904,"Patrick Moore, co-founder of Greenpeace: “The whole climate crisis is not only Fake News, it’s Fake Science. There is no climate crisis, there’s weather and climate all around the world, and in fact carbon dioxide is the main building block of all life.” 
 @foxandfriends
  Wow!",.,,
Bill Nye proposed penalizing families with too many children to reduce population growth and slow climate change.,False,1,Snopes,https://www.snopes.com/fact-check/bill-nye-extra-kids/,,Missing,https://twitter.com/LibertyNews1776/status/857637112644071426,"ABORTIONS NOT ENOUGH FOR THE LEFT? 
 
 Bill Nye: Should parents be penalized for ""extra kids""?
 
 @infowars
  
 @DailyCaller",.,,
A video shows Koko the gorilla spontaneously using sign language to issue a warning about climate change.,False,1,Snopes,https://www.snopes.com/fact-check/what-does-koko-know-about-climate-change-nothing/,,Missing,https://www.youtube.com/watch?v=FVuNTiqHys0,.,video,,
"Teenage climate activist Greta Thunberg appeared on a CNN ""expert panel"" in a program about the COVID-19 coronavirus pandemic.",Mixture,2,Snopes,https://www.snopes.com/fact-check/greta-thunberg-cnn-town-hall/,,Missing,https://nypost.com/2020/05/13/greta-thunberg-added-to-cnn-expert-covid-19-panel-twitter-erupts/,.,.,,
Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming.,False,1,Snopes,https://www.snopes.com/fact-check/weather-or-not/,,Missing,.,.,.,,
"NASA ""admitted"" that climate change occurs naturally as a result of changes in Earth's solar orbit and not anthropogenic factors.",False,1,Snopes,https://www.snopes.com/fact-check/nasa-climate-change-admission/,,Missing,https://halturnerradioshow.com/index.php/en/news-page/world/nasa-climate-change-and-global-warming-caused-by-changes-in-earth-s-solar-orbit-and-axial-tilt-not-man-made-causes,.,.,,
"Donald Trump signed an executive order naming climate change as a threat ""both to the economy and national security.""",False,1,Snopes,https://www.snopes.com/fact-check/trump-order-climate-change/,,Missing,https://twitter.com/WHDonaldTrump/status/826452459480502273,.,.,,
"Donald Trump removed the terms ""LGBT"" and ""climate change"" from the White House web site.",Mixture,2,Snopes,https://www.snopes.com/fact-check/white-house-web-site-trump-changes/,,Missing,https://twitter.com/GeorgeTakei/status/822514135934128129,"The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections. Just thought you should know.",.,,
"In June 2020, Weis Markets banned its employees from wearing any representation of the American flag because it was considered controversial amidst the political climate. They also banned the flag from being displayed on merchandise.",False,1,Snopes,https://www.snopes.com/fact-check/weis-markets-ban-american-flag/,,Missing,https://www.facebook.com/groups/636466469853767/posts/1597356413764763/,"Weis markets have implemented a policy among its employees that brandishing any wearable political paraphernalia, be it a Confederate flag, a nonsensical ""I Can't Breathe"" facemask, or the American flag, is a fireable breach of company policy. Weis markets doesn't want to upset shoppers that might find the American flag offensive. Some people find burkas offensive, but I guarantee you Weis markets never implemented a ""No Burka"" policy among its employees. Back in April the ""Brown Shirts"" at the Weis markets in Columbia kicked me out for not wearing a mask, now, they've gone totally Left and won't let their employees display any visage of the American flag. Any business that even remotely bans the American flag is un-American. Bring on the hate, Lefties!",.,,
A 14 August 1912 article from a New Zealand newspaper contained a brief story about how burning coal might produce future warming by adding carbon dioxide to the atmosphere.,True ,3,Snopes,https://www.snopes.com/fact-check/1912-article-global-warming/,,Missing,https://www.facebook.com/SustainableBusinessNetworkNZ/photos/a.403513914925.179883.101490454925/10154115514619926/?type=3,This is from a local newspaper letters column...104 YEARS AGO. It makes you wonder why it has taken us so long to move on this…,image,,
"30,000 scientists have signed a petition arguing that there is no convincing scientific evidence for anthropogenic climate change.",Mostly False,1,Snopes,https://www.snopes.com/fact-check/30000-scientists-reject-climate-change/,,Missing,https://ossfoundation.us/projects/environment/global-warming/myths/31000-scientists-say-no-convincing-evidence/,.,.,,
U.S. President Joe Biden’s administration is planning to ban gas stoves over concerns surrounding climate change.,False,1,Snopes.com,https://www.snopes.com/fact-check/biden-ban-gas-stoves-climate-change/,,Missing,https://twitter.com/liz_churchill10/status/1612683934856318977,The ‘Biden Administration’ is going to outlaw Gas Stoves…because of Climate Change. Here’s Jill and her Gas Stove. Lol.,image,,
"Two photographs taken in different centuries of Fort Denison in Sydney Harbor show that the sea level in that area has not changed in over 100 years, thus disproving climate change.",False,1,Snopes.com,https://www.snopes.com/fact-check/sydney-harbor-sea-level-rise/,,Missing,https://twitter.com/MarkRexOfficial/status/1548435736734547968,"Help, help, the sky is falling,.",image,,
The U.S. is banning real meat to combat climate change.,Labeled Satire,1,Snopes.com,https://www.snopes.com/fact-check/usa-not-banning-red-meat/,,Missing,https://vervetimes.com/united-states-to-ban-real-meat/,.,.,,
U.S. Rep. Louie Gohmert asked whether the moon's orbit could be changed to help solve the issue of climate change.,Correct Attribution,3,Snopes.com,https://www.snopes.com/fact-check/gohmert-moon-climate-change/,,Missing,.,.,.,,
Activists with the climate group Extinction Rebellion have broken windows of banks in London as part of protest against financial institutions that support the fossil fuel industry.,True ,3,Snopes.com,https://www.snopes.com/fact-check/xr-breaking-windows/,,Missing,https://www.reuters.com/article/us-britain-climate-protests/climate-protesters-break-windows-at-barclays-london-hq-seven-arrested-idUSKBN2BU0NJ/,.,.,,
U.S. President Joe Biden was the only world leader to wear a mask during an online climate summit in April 2021.,False,1,Snopes.com,https://www.snopes.com/fact-check/biden-mask-zoom-climate-summit/,,Missing,.,.,image,,
The Koch brothers bought NPR and stopped the broadcaster's coverage of climate change.,False,1,Snopes.com,https://www.snopes.com/fact-check/koch-brothers-buy-npr/,,Missing,.,.,.,,
New York City is set to ban hot dogs and processed meats in an effort to combat climate change.,Mostly False,1,Snopes.com,https://www.snopes.com/fact-check/did-nyc-ban-hot-dogs/,,Missing,https://litefm.iheart.com/content/2019-04-23-nyc-to-ban-hot-dogs-and-processed-meats-to-improve-climate/#.XMBTvjAVHD8.twitter,.,.,,
A supporter of U.S. Rep. Alexandria Ocasio-Cortez suggested eating babies to combat climate change at a town hall event.,Mixture,2,Snopes.com,https://www.snopes.com/fact-check/babies-climate-change-aoc/,,Missing,https://twitter.com/DonaldJTrumpJr/status/1179913243151785989,Seems like a normal AOC supporter to me.,.,,
"Magnus Söderlund proposed or advocated eating human flesh as a solution to climate change in remarks he made on Sept. 3, 2019.",Mixture,2,Snopes.com,https://www.snopes.com/fact-check/swedish-scientist-cannibalism/,,Missing,https://www.theepochtimes.com/opinion/swedish-researcher-pushes-human-flesh-eating-as-answer-to-future-climate-change-food-shortages-3068833,.,.,,
NASA and NOAA faked climate data in the GISTEMP global temperature record to exaggerate global warming.,False,1,Snopes.com,https://www.snopes.com/fact-check/global-warming-data-faked/,,Missing,https://realclimate.science/data-tampering-at-ushcngiss/#gsc.tab=0,.,.,,
"A Fox News guest disparaged teenage climate activist Greta Thunberg by calling her ""mentally ill.""",True ,3,Snopes.com,https://www.snopes.com/fact-check/fox-news-guest-greta-thunberg/,,Missing,https://twitter.com/JordanUhl/status/1176284552387538949,"Holy shit
 
 Michael Knowles of Daily Wire just called Greta Thunberg a ""mentally ill Swedish child.""
 
 @ChristopherHahn
  tore into him",video,,
A peer-reviewed study has found evidence that nearly all of global warming has been fabricated by climate scientists.,False,1,Snopes.com,https://www.snopes.com/fact-check/climatology-fraud-global-warming/,,Missing,https://www.breitbart.com/politics/2017/07/09/delingpole-nearly-all-recent-global-warming-is-fabricated-study-finds/,.,.,,
Evidence shows rare night clouds are linked to human-caused climate change.,True ,3,Snopes.com,https://www.snopes.com/fact-check/night-shining-clouds-climate/,,Missing,https://www.metoffice.gov.uk/weather/learn-about/weather/types-of-weather/clouds/other-clouds/noctilucent,.,.,,
U.S. Rep. Alexandria Ocasio-Cortez said that she opposed daylight saving time because “the extra hour of sunlight drastically speeds up climate change.”,Labeled Satire,1,Snopes.com,https://www.snopes.com/fact-check/aoc-daylight-saving-time/,,Missing,https://archive.fo/XKUGB,.,.,,
The Wisconsin Department of Natural Resources’ webpage regarding climate change’s potential effects on the Great Lakes was scrubbed of references to the word ‘climate’.,True ,3,Snopes.com,https://www.snopes.com/fact-check/wisconsin-department-natural-resources-removes-references-climate-website/,,Missing,https://urbanmilwaukee.com/2016/12/26/op-ed-dnr-censors-all-climate-change-info/,.,.,,
"Representative Maxine Waters said Muslims were being ""pushed"" into terrorism by ""inaction"" on climate change and healthcare.",False,1,Snopes.com,https://www.snopes.com/fact-check/maxine-waters-london-attack-climate-healthcare/,,Missing,https://archive.is/9jp0Z,.,.,,
"Climate scientists are ""driven by money.""",Lacks evidence,0,The New York Times,https://www.nytimes.com/2018/11/27/us/politics/climate-report-fact-check.html,2018-11-25T00:00:00Z,Rick Santorum,https://www.cnn.com/videos/politics/2018/11/25/sotu-panel-pt-2.cnn,.,video,,
"I named climate change as a major national security crisis in 2016 and ""the moderator actually laughed.""",Misleading,2,The New York Times,https://www.nytimes.com/2019/05/25/us/politics/fact-checking-bernie-sanders-campaign.html,2019-05-17T00:00:00Z,Bernie Sanders,https://www.youtube.com/watch?v=DMGgQBvidFg,.,video,,
Mr. Sanders said that none of the Republican presidential candidates believe that climate change is real.,Mostly False,1,The New York Times,https://www.nytimes.com/interactive/2016/us/elections/fact-check.html,2016-02-13T00:00:00Z,Bernie Sanders,.,.,.,,
"The climat report ""is based on the most extreme model scenario.""",Lacks evidence,0,The New York Times,https://www.nytimes.com/2018/11/27/us/politics/climate-report-fact-check.html,2018-11-27T00:00:00Z,Sarah Huckabee Sanders,.,.,.,,
Climate change is not real because there is snow in my yard.,False,1,The New York Times,https://www.nytimes.com/2016/04/03/science/even-in-a-warming-world-it-will-still-snow-somewhere.html,2016-04-02T00:00:00Z,Various sources,https://www.youtube.com/watch?v=3E0a_60PMR8,.,video,,
The United States is the cleanest country in the world.,False,1,The New York Times,https://www.nytimes.com/2018/11/27/us/politics/climate-report-fact-check.html,2018-11-26T00:00:00Z,Donald Trump,.,.,.,,
"""We have 12 years before we reach the horizon of catastrophe when it comes to our climate.""",Mostly False,1,The New York Times,https://www.nytimes.com/2019/07/30/us/politics/fact-check-democratic-debate.html,2019-07-29T00:00:00Z,Pete Buttigieg,.,.,.,,
"""Every major environmental organization has said ‘no’ to this new trade agreement because it does not even have the phrase ‘climate change’ in it.""",True ,3,The New York Times,https://www.nytimes.com/2020/01/14/us/politics/fact-check-january-debate.html,2020-01-14T00:00:00Z,Bernie Sanders,.,.,.,,
"""I said back in 1987"" that climate change is an existential threat.",True ,3,The New York Times,https://www.nytimes.com/2019/05/18/us/politics/fact-check-joe-biden-campaign.html,2019-05-13T00:00:00Z,Joe Biden,.,.,.,,
"The video is from France and shows angry men dragging people, who were reading 'namaz' and blocking traffic, off the road.",False,1,The Quint,https://www.thequint.com/news/webqoof/video-showing-angry-men-dragging-protesters-off-the-road-shared-with-false-claims,2022-12-23T10:02:30Z,"Facebook,Twitter",https://twitter.com/Bhim11090322/status/1605756843237654528,France. People are getting down from their cars and clearing the road occupied by the Namazis.,video,,
"Tej Pratap Yadav inspects the area after becoming the Minister of Enviornment, Forests and Climate Change in Bihar.",False,1,The Quint,https://www.thequint.com/news/webqoof/old-video-of-tej-pratap-yadav-in-forest-and-lake-shared-recent-fact-check,2022-08-18T07:46:30Z,"Facebook,Twitter",https://perma.cc/D8WZ-P3PB,.,video,,
Weather maps have to changed to exaggerate the impact of climate change.,False,1,The Quint,https://www.thequint.com/news/webqoof/weather-maps-have-not-changed-to-create-panic-fact-check,2022-07-27T12:35:17Z,"Facebook,Twitter",https://www.facebook.com/axel.gohring/posts/10223647444436399,.,image,,
Klaus Schwab’s daughter say permanent climate lockdowns are coming,False,1,THIP Media,https://www.thip.media/health-news-fact-check/fact-check-did-klaus-schwabs-daughter-say-permanent-climate-lockdowns-are-coming/50224/,,Social Media User,https://www.facebook.com/photo/?fbid=830316785126121&set=a.292210225603449,They have to know that this will never work again.,image,,
climate change is not happening,Mostly False,1,THIP Media,https://www.thip.media/health-news-fact-check/fact-check-is-climate-change-not-happening/50073/,,Social Media User,https://www.instagram.com/reel/CuGPkC2phKu/?utm_source=ig_embed&ig_rid=67d8628e-b7e7-4b2a-bd6d-f9c9481ee40b,It Doesn’t Take A Scientist To Tell You Money Creates Biases. #Reason #GlobalWarming #AynRand,video,,
NASA said man made climate change is hoax,False,1,THIP Media,https://www.thip.media/health-news-fact-check/fact-check-did-nasa-say-that-man-made-climate-change-is-fake/25562/,2021-10-30T18:30:00Z,Social Media User,https://archive.md/tIfvQ,.,image,,
Growth in UK butterfly population means climate change isn't happening,Partly false,2,USA Today,https://www.usatoday.com/story/news/factcheck/2023/10/03/claim-misleads-on-climate-change-uk-butterflies-fact-check/71029498007/,2023-09-15T00:00:00Z,Social media,https://www.instagram.com/p/CxNIJlYtg6D/?hl=en,Big night out in Liverpool. Thank you - you lovely people,video,,
Recent advance in Greenland glacier shows climate change is a 'scam',False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/09/28/greenland-petermann-glacier-lost-ice-over-past-decade-fact-check/70914503007/,2023-09-07T00:00:00Z,Social media,https://archive.ph/6BTa1,"Greenland's Petermann Glacier has been growing about three meters per day for the past eleven years. This will not be reported by the 
 @nytimes
  
 @NPR
  or 
 @BBCNews
  
 #ClimateScam",image,,
Post implies US govt. is setting fires to create evidence of climate change,Missing Context,2,USA Today,https://www.usatoday.com/story/news/factcheck/2023/09/07/video-shows-controlled-burn-not-climate-conspiracy-fact-check/70743485007/,2023-08-21T00:00:00Z,Social media,https://www.facebook.com/arthurarchie.jackson/posts/pfbid02qoHCihFTmpLTKq4SSUWnGvsubU89EaMzGVazUxeU4GZh5V2cCB6LY5xFYAi4HmuRl,Real climate change caught on camera,image,,
WHO declares ‘mass vaccination’ is required to combat climate change,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/09/01/no-who-statement-linking-vaccines-to-climate-change-fact-check/70732724007/,2023-08-26T00:00:00Z,The People's Voice,https://thepeoplesvoice.tv/video-who-declares-mass-vaccination-required-to-combat-effects-of-climate-change/,.,.,,
14 US cities signed climate treaty to eliminate meat and dairy consumption,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/29/post-invents-treaty-banning-meat-dairy-in-certain-cities-fact-check/70668288007/,2023-08-20T00:00:00Z,The People's Voice,https://thepeoplesvoice.tv/14-u-s-cities-sign-wef-treaty-to-ban-meat-diary-private-cars-by-2030/,.,.,,
Video shows Aug. 26 flooding in London due to climate change,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/09/07/false-claim-video-shows-london-climate-flood-disaster-fact-check/70772024007/,2023-08-26T00:00:00Z,Social media,https://www.facebook.com/samuelgoodnews.oluwafemi/posts/2006249019740200/,"Great Britain now! 78,000 people under the water!",video,,
WEF said climate change will hit 'locations the state wishes to purchase',Satire,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/24/post-about-climate-change-land-grabs-is-satirical-fact-check/70653498007/,2023-08-21T00:00:00Z,Social media,https://www.instagram.com/p/CwNWsSjuGYe/?utm_source=ig_embed&ig_rid=93b173e3-b391-4e6e-975e-ea9cde7cc4d6,You don't say! How bout that @samtripoli ?!,image,,
"Sea level rise over the last 20,000 years shows climate change is a 'scam'",False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/18/no-climate-change-is-not-disproven-by-past-sea-levels-fact-check/70543100007/,2023-07-22T00:00:00Z,Social media,https://www.instagram.com/p/CvAusH5OPan/?utm_source=ig_embed&ig_rid=03eb0b0f-99b4-4225-b0d1-d194751ae863,"Even the ""fact-checker, ""USA Today,"" admitted that the facts in this IG are accurate. Then, ""USA Today"" invented a strawman conclusion that it could knock down. Again, the plain, basic assertion made in this post is accurate. How we process it needs to be considered carefully.",image,,
"Timing of ice ages, CO2 changes show CO2 not driving modern climate change",False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/16/false-claim-timing-of-ice-ages-proves-climate-scam-fact-check/70434938007/,2023-07-13T00:00:00Z,Social media,https://www.instagram.com/p/CuobUoeuyQK/?utm_source=ig_embed&ig_rid=6fa20081-d500-4fee-bf6f-d12d06559474,"The new ad hoc rescue theory, called 'underground climate change' is so transparently dishonest - I would be embarrassed to be identified as a climate scientist right now.
 
 Never have so many been so wrong about so much - all in the name of science.",image,,
Post implies cow emissions have no climate impact because bison didn't,Missing Context,2,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/11/post-errs-comparing-cattle-bison-methane-emissions-fact-check/70513330007/,2023-08-03T00:00:00Z,Social media,https://www.facebook.com/story.php?story_fbid=pfbid0r7BUXWaFJpphrMBL7dKsBMJJ89UzBCBs9JAM12QsF91UPgHFa1MdhpHHPrUAZ995l&id=100038597781227&eav=AfYqAdB6rwibxTx3ajUmWbeO8gBACVvqnwb0dWeQTBMlhmnDSsX16gbOWBCbDxEj4Ok&paipv=0,.,image,,
Climate change is a 'scam' because the US was hotter in 1913 than 2023,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/10/false-claim-1913-was-a-warmer-year-than-2023-in-the-us-fact-check/70533669007/,2023-07-30T00:00:00Z,Social media,https://www.instagram.com/p/CvV8-TTpAHz/?utm_source=ig_embed&ig_rid=ce129f12-9e7c-4cc6-a143-f64bbf5067fd,All they do is lie with their fake #climatescam to extend power and control,image,,
German weather broadcast included digital fire effects and sirens as climate change 'propaganda',Altered,2,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/09/weather-broadcast-manipulated-to-include-flames-siren-fact-check/70544880007/,2023-08-05T00:00:00Z,Social media,https://www.facebook.com/cory.raven1/posts/764410842128134/,The Climate Scam Is Reaching New Heights of Propaganda as Weather Stations in Germany Portray Weather Maps Actually on Fire,video,,
Post implies forecast map was changed for climate change 'brainwashing',Missing Context,2,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/07/maps-by-two-websites-not-altered-to-exagerate-warming-fact-check/70530791007/,2023-07-30T00:00:00Z,Social media,https://www.facebook.com/leilanidowding/posts/pfbid02w7MB88XZgFVnMyTKzLKzTatUGRf1d2MpQ1obYhZhj2WgF58w9Stgj6fwzdAaVjBnl,"2018 Vs now. Check the temps they are the same 
 This is another brain washing op…",image,,
Pope says disabled people should be euthanized for climate change,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/04/pope-francis-has-consistently-opposed-euthanasia-fact-check/70502398007/,2023-07-28T00:00:00Z,Social media,https://thepeoplesvoice.tv/pope-francis-says-alcoholics-autistic-and-disabled-people-should-be-euthanized-to-fight-climate-change/,.,.,,
WEF founder's daughter said permanent climate lockdowns are coming,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/03/klaus-schwabs-daughter-didnt-predict-climate-lockdowns-fact-check/70508115007/,2023-07-31T00:00:00Z,Social media,https://archive.org/details/screenshot-196,.,image,,
96% of climate data is corrupted,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/08/11/study-falsely-claims-96-of-climate-data-is-corrupt-fact-check/70531209007/,2023-07-26T00:00:00Z,Social media,https://archive.org/details/screenshot-202,.,image,,
Climate change a 'scam' as Australian trees absorb more CO2 than is made,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/07/26/no-australian-trees-dont-prove-climate-change-is-scam-fact-check/70435058007/,2023-07-15T00:00:00Z,Social media,https://archive.org/details/20230719_20230719_2302,.,image,,
Spanish environment minister flew to climate conference by private jet,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/07/24/no-spanish-minister-did-not-take-jet-to-climate-meeting-fact-check/70434782007/,2023-07-11T00:00:00Z,Social media,https://archive.org/details/20230718_20230718_2325,.,image,,
WEF declares humans must eat feces and drink urine to fight climate change,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/07/11/false-claim-wef-ordered-consumption-of-human-waste-fact-check/70389745007/,2023-06-26T00:00:00Z,The People's Voice,https://thepeoplesvoice.tv/wef-declares-humans-must-eat-feces-and-drink-urine-to-fight-climate-change/,.,.,,
Media reported that Ireland suffers 'from asymptomatic global warming',Altered,2,USA Today,https://www.usatoday.com/story/news/factcheck/2023/07/27/headline-about-irish-global-warming-is-fabricated-fact-check/70459677007/,2023-07-21T00:00:00Z,Social media,https://archive.org/details/screenshot-7-24-23-instagram-educatefreedom-7-21-23,.,image,,
Emissions-driven global warming is a hoax; El Niño driving recent warming,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/07/21/no-el-nio-isnt-the-reason-we-have-climate-change-fact-check/70385441007/,2023-07-05T00:00:00Z,Social media,https://twitter.com/JunkScience/status/1676585462134194178,"Just in from NASA:
 
 June 2023 was cooler than June 1998... despite 66% more industrial era CO2.
 
 Recent El Ninos have been driving recent warming. 
 
 Emissions-driven warming is a hoax.",image,,
CO2 is 0.04% of the atmosphere and humans have contributed only 3% of that.,Partly False,2,USA Today,https://www.usatoday.com/story/news/factcheck/2023/06/26/humans-have-significant-impact-on-atmospheric-co2-fact-check/70278653007/,2023-05-26T00:00:00Z,Social media,https://www.instagram.com/p/CstPJIuLeF8/,"What do you guys think, is the world naturally going through a change or is it all Man Made?",video,,
John Kerry called on farmers to stop growing food.,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/06/06/john-kerry-proposed-farming-innovation-at-climate-summit-fact-check/70288331007/,2023-06-02T00:00:00Z,Social media,https://archive.org/details/johnkerryfarmers,Evil lanter jaw man needs to go,image,,
"Sea levels haven't risen in centuries, proving climate change is a hoax",False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/05/08/false-claim-sea-levels-havent-risen-in-centuries-fact-check/11712942002/,2023-04-20T00:00:00Z,Social media,https://archive.org/details/20230421_20230421_1740,Great view of the sea levels that haven't risen in centuries! Climate Change is a HOAX,image,,
'Albedo effect' proves synthetic cover over Earth is causing global warming,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/05/30/false-claim-albedo-proves-global-warming-is-engineered-fact-checking/70228684007/,2023-04-17T00:00:00Z,Social media,https://www.instagram.com/p/CrJcUQ4A-ZW/,.,video,,
Post implies UN creates climate change using geoengineering and chemtrails,Missing Context,2,USA Today,https://www.usatoday.com/story/news/factcheck/2023/05/05/no-the-u-n-is-not-changing-the-climate-with-geoengineering-fact-check-chemtrails/70180831007/,2023-04-28T00:00:00Z,Social media,https://www.instagram.com/p/Crmq4buNyYy/,"THEY SPEAK TO US ABOUT ""SAVING THE CLIMATE"" & ""GOING GREEN"" IN THE MEANWHILE THEY ARE THE ONES PULLING THE STRINGS COMPLETELY ALTERING & POISONING NATURE/EARTH AT AN EVER INCRESING RATE.
 #climateterrorism #climateagenda
 #carbontax",image,,
April 1895 v. April 2023 temperature proves CO2-driven global warming is a hoax,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/05/16/climate-change-is-real-despite-april-1895-temperatures-fact-check/70218669007/,2023-05-12T00:00:00Z,Social media,https://twitter.com/JunkScience/status/1657194640892731397,"Just in from NOAA:
 
 April 2023 cooler in the US than April 1895, despite a 1000% increase in industrial era atmospheric CO2.
 
 Emissions-driven warming is a total hoax.",image,,
Chemtrails are intended to 'protect us from climate change',False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/04/14/fact-check-chemtrails-arent-real-arent-related-climate-change/11624336002/,2023-04-03T00:00:00Z,Social media,https://www.instagram.com/reel/CqlIDMpAM25/?utm_source=ig_embed&ig_rid=f3870be9-648c-4991-9e54-6a9dc4fa0774,"Blocking the sun ☀️…AGAIN to protect us from “climate change”.🤡
 Thanks to the US🇺🇸 Air Force and Navy for keeping us safe from the",video,,
Post implies climate change is the same as seasons changing,Missing Context,2,USA Today,https://www.usatoday.com/story/news/factcheck/2023/03/29/fact-check-climate-change-and-seasonal-patterns-not-same/11537324002/,2023-03-20T00:00:00Z,Social media,https://www.facebook.com/orley.nettles/posts/5774065736049406,"I'm old enough to remember when ""climate change"" was called ""SEASONS""",.,,
